gene_identifier_upper,canonical_transcript,main
ENSG00000163491,ENST00000341435,True
NEK10,ENST00000341435,True
FLJ32685,ENST00000341435,False
ENST00000409212,ENST00000409212,True
ENSG00000130147,ENST00000409212,True
SH3BP4,ENST00000409212,True
ENST00000274643,ENST00000274643,True
ENSG00000145949,ENST00000274643,True
MYLK4,ENST00000274643,True
SGK085,ENST00000274643,False
ENST00000428847,ENST00000428847,True
ENSG00000156509,ENST00000428847,True
FBXO43,ENST00000428847,True
FBX43,ENST00000428847,False
ENST00000324682,ENST00000324682,True
ENSG00000178125,ENST00000324682,True
PPP1R42,ENST00000324682,True
LRRC67,ENST00000324682,False
DTR,ENST00000324682,False
TLLR,ENST00000324682,False
ENST00000230381,ENST00000230381,True
ENSG00000112619,ENST00000230381,True
PRPH2,ENST00000230381,True
RP7,ENST00000230381,False
RDS,ENST00000230381,False
TSPAN22,ENST00000230381,False
RD2,ENST00000230381,False
CACD2,ENST00000230381,False
ENST00000339764,ENST00000339764,True
ENSG00000187726,ENST00000339764,True
DNAJB13,ENST00000339764,True
TSARG6,ENST00000339764,False
RSPH16A,ENST00000339764,False
ENST00000270257,ENST00000270257,True
ENSG00000142252,ENST00000270257,True
GEMIN7,ENST00000270257,True
FLJ13956,ENST00000270257,False
ENST00000216446,ENST00000216446,True
ENSG00000100558,ENST00000216446,True
PLEK2,ENST00000216446,True
ENST00000355485,ENST00000355485,True
ENSG00000173218,ENST00000355485,True
VANGL1,ENST00000355485,True
STB2,ENST00000355485,False
ENST00000264344,ENST00000264344,True
ENSG00000138640,ENST00000264344,True
FAM13A,ENST00000264344,True
FAM13A1,ENST00000264344,False
KIAA0914,ENST00000264344,False
ARHGAP48,ENST00000264344,False
ENST00000325327,ENST00000325327,True
ENSG00000176619,ENST00000325327,True
LMNB2,ENST00000325327,True
LMN2,ENST00000325327,False
ENST00000407242,ENST00000407242,True
ENSG00000137507,ENST00000407242,True
LRRC32,ENST00000407242,True
D11S833E,ENST00000407242,False
GARP,ENST00000407242,False
ENST00000003100,ENST00000003100,True
ENSG00000001630,ENST00000003100,True
CYP51A1,ENST00000003100,True
CYP51,ENST00000003100,False
CP51,ENST00000003100,False
CYPL1,ENST00000003100,False
P450L1,ENST00000003100,False
LDM,ENST00000003100,False
P450-14DM,ENST00000003100,False
ENST00000242592,ENST00000242592,True
ENSG00000122971,ENST00000242592,True
ACADS,ENST00000242592,True
SCAD,ENST00000242592,False
ACAD3,ENST00000242592,False
ENST00000342358,ENST00000342358,True
ENSG00000187527,ENST00000342358,True
ATP13A5,ENST00000342358,True
FLJ16025,ENST00000342358,False
ENST00000221130,ENST00000221130,True
ENSG00000104687,ENST00000221130,True
GSR,ENST00000221130,True
ENST00000425753,ENST00000425753,True
ENSG00000104522,ENST00000425753,True
TSTA3,ENST00000425753,True
FX,ENST00000425753,False
P35B,ENST00000425753,False
SDR4E1,ENST00000425753,False
ENST00000361822,ENST00000361822,True
ENSG00000198839,ENST00000361822,True
ZNF277,ENST00000361822,True
ZNF277P,ENST00000361822,False
NRIF4,ENST00000361822,False
ENST00000569417,ENST00000569417,True
ENSG00000167965,ENST00000569417,True
MLST8,ENST00000569417,True
LST8,ENST00000569417,False
POP3,ENST00000569417,False
GBL,ENST00000569417,False
GBETAL,ENST00000569417,False
ENST00000601372,ENST00000601372,True
ENSG00000167785,ENST00000601372,True
ZNF558,ENST00000601372,True
FLJ30932,ENST00000601372,False
ENST00000340258,ENST00000340258,True
ENSG00000107551,ENST00000340258,True
RASSF4,ENST00000340258,True
AD037,ENST00000340258,False
MGC44914,ENST00000340258,False
ENST00000375048,ENST00000375048,True
ENSG00000244038,ENST00000375048,True
DDOST,ENST00000375048,True
OST,ENST00000375048,False
KIAA0115,ENST00000375048,False
OST48,ENST00000375048,False
WBP1,ENST00000375048,False
ENST00000606214,ENST00000606214,True
ENSG00000145979,ENST00000606214,True
TBC1D7,ENST00000606214,True
DJ257A7.3,ENST00000606214,False
FLJ32666,ENST00000606214,False
ENST00000508540,ENST00000508540,True
ENSG00000136457,ENST00000508540,True
CHAD,ENST00000508540,True
SLRR4A,ENST00000508540,False
ENST00000323570,ENST00000323570,True
ENSG00000179387,ENST00000323570,True
ELMOD2,ENST00000323570,True
MGC10084,ENST00000323570,False
ENST00000329101,ENST00000329101,True
ENSG00000131196,ENST00000329101,True
NFATC1,ENST00000329101,True
NF-ATC,ENST00000329101,False
NFATC,ENST00000329101,False
NFAT2,ENST00000329101,False
ENST00000356286,ENST00000356286,True
ENSG00000125826,ENST00000356286,True
RBCK1,ENST00000356286,True
C20ORF18,ENST00000356286,False
RBCK2,ENST00000356286,False
XAP4,ENST00000356286,False
RNF54,ENST00000356286,False
ZRANB4,ENST00000356286,False
UBCE7IP3,ENST00000356286,False
HOIL1,ENST00000356286,False
ENST00000376624,ENST00000376624,True
ENSG00000077327,ENST00000376624,True
SPAG6,ENST00000376624,True
REPRO-SA-1,ENST00000376624,False
PF16,ENST00000376624,False
ENST00000392197,ENST00000392197,True
ENSG00000011590,ENST00000392197,True
ZBTB32,ENST00000392197,True
TZFP,ENST00000392197,False
FAZF,ENST00000392197,False
FAXF,ENST00000392197,False
ROG,ENST00000392197,False
ZNF538,ENST00000392197,False
ENST00000372617,ENST00000372617,True
ENSG00000188828,ENST00000372617,True
GLRA4,ENST00000372617,True
ENST00000327419,ENST00000327419,True
ENSG00000185742,ENST00000327419,True
C11ORF87,ENST00000327419,True
LOH11CR1A,ENST00000327419,False
LOC399947,ENST00000327419,False
ENST00000261921,ENST00000261921,True
ENSG00000129038,ENST00000261921,True
LOXL1,ENST00000261921,True
LOXL,ENST00000261921,False
LOL,ENST00000261921,False
ENST00000299687,ENST00000299687,True
ENSG00000215421,ENST00000299687,True
ZNF407,ENST00000299687,True
FLJ20307,ENST00000299687,False
FLJ13839,ENST00000299687,False
KIAA1703,ENST00000299687,False
ENST00000215071,ENST00000215071,True
ENSG00000099341,ENST00000215071,True
PSMD8,ENST00000215071,True
S14,ENST00000215071,False
NIN1P,ENST00000215071,False
P31,ENST00000215071,False
HIP6,ENST00000215071,False
HYPF,ENST00000215071,False
RPN12,ENST00000215071,False
ENST00000392976,ENST00000392976,True
ENSG00000008283,ENST00000392976,True
CYB561,ENST00000392976,True
FRRS2,ENST00000392976,False
CYB561A1,ENST00000392976,False
ENST00000372530,ENST00000372530,True
ENSG00000124574,ENST00000372530,True
ABCC10,ENST00000372530,True
EST182763,ENST00000372530,False
MRP7,ENST00000372530,False
SIMRP7,ENST00000372530,False
ENST00000409874,ENST00000409874,True
ENSG00000156414,ENST00000409874,True
TDRD9,ENST00000409874,True
C14ORF75,ENST00000409874,False
DKFZP434N0820,ENST00000409874,False
FLJ36164,ENST00000409874,False
NET54,ENST00000409874,False
ENST00000362061,ENST00000362061,True
ENSG00000081248,ENST00000362061,True
CACNA1S,ENST00000362061,True
HOKPP,ENST00000362061,False
MHS5,ENST00000362061,False
CACNL1A3,ENST00000362061,False
CAV1.1,ENST00000362061,False
HYPOPP,ENST00000362061,False
ENST00000438447,ENST00000438447,True
ENSG00000133401,ENST00000438447,True
PDZD2,ENST00000438447,True
PDZK3,ENST00000438447,False
KIAA0300,ENST00000438447,False
ENST00000368072,ENST00000368072,True
ENSG00000162735,ENST00000368072,True
PEX19,ENST00000368072,True
PXF,ENST00000368072,False
HK33,ENST00000368072,False
D1S2223E,ENST00000368072,False
PMP1,ENST00000368072,False
PMPI,ENST00000368072,False
PXMP1,ENST00000368072,False
ENST00000314666,ENST00000314666,True
ENSG00000178921,ENST00000314666,True
PFAS,ENST00000314666,True
PURL,ENST00000314666,False
FGARAT,ENST00000314666,False
KIAA0361,ENST00000314666,False
ENST00000334221,ENST00000334221,True
ENSG00000186897,ENST00000334221,True
C1QL4,ENST00000334221,True
C1QTNF11,ENST00000334221,False
CTRP11,ENST00000334221,False
ENST00000373161,ENST00000373161,True
ENSG00000112212,ENST00000373161,True
TSPO2,ENST00000373161,True
BZRPL1,ENST00000373161,False
DJ34B21.2,ENST00000373161,False
ENST00000244669,ENST00000244669,True
ENSG00000124701,ENST00000244669,True
APOBEC2,ENST00000244669,True
ARCD1,ENST00000244669,False
ARP1,ENST00000244669,False
ENST00000294129,ENST00000294129,True
ENSG00000213672,ENST00000294129,True
NCKIPSD,ENST00000294129,True
AF3P21,ENST00000294129,False
SPIN90,ENST00000294129,False
ORF1,ENST00000294129,False
WISH,ENST00000294129,False
WASLBP,ENST00000294129,False
DIP1,ENST00000294129,False
ENST00000324695,ENST00000324695,True
ENSG00000144481,ENST00000324695,True
TRPM8,ENST00000324695,True
ENST00000305877,ENST00000305877,True
ENSG00000186716,ENST00000305877,True
BCR,ENST00000305877,True
D22S11,ENST00000305877,False
BCR1,ENST00000305877,False
D22S662,ENST00000305877,False
CML,ENST00000305877,False
PHL,ENST00000305877,False
ALL,ENST00000305877,False
ENST00000525123,ENST00000525123,True
ENSG00000165923,ENST00000525123,True
AGBL2,ENST00000525123,True
FLJ23598,ENST00000525123,False
ENST00000351298,ENST00000351298,True
ENSG00000075651,ENST00000351298,True
PLD1,ENST00000351298,True
ENST00000268695,ENST00000268695,True
ENSG00000141012,ENST00000268695,True
GALNS,ENST00000268695,True
GAS,ENST00000268695,False
GALNAC6S,ENST00000268695,False
ENST00000267803,ENST00000267803,True
ENSG00000140254,ENST00000267803,True
DUOXA1,ENST00000267803,True
FLJ32334,ENST00000267803,False
NUMBIP,ENST00000267803,False
NIP,ENST00000267803,False
MOL,ENST00000267803,False
ENST00000228945,ENST00000228945,True
ENSG00000111348,ENST00000228945,True
ARHGDIB,ENST00000228945,True
RAP1GN1,ENST00000228945,False
GDIA2,ENST00000228945,False
GDID4,ENST00000228945,False
LY-GDI,ENST00000228945,False
RHOGDI2,ENST00000228945,False
ENST00000232375,ENST00000232375,True
ENSG00000114268,ENST00000232375,True
PFKFB4,ENST00000232375,True
ENST00000305533,ENST00000305533,True
ENSG00000247596,ENST00000305533,True
TWF2,ENST00000305533,True
PTK9L,ENST00000305533,False
A6RP,ENST00000305533,False
A6R,ENST00000305533,False
ENST00000545418,ENST00000545418,True
ENSG00000125888,ENST00000545418,True
BANF2,ENST00000545418,True
C20ORF179,ENST00000545418,False
DJ803K15.1,ENST00000545418,False
BAF-L,ENST00000545418,False
BAFL,ENST00000545418,False
BAF2,ENST00000545418,False
ENST00000272852,ENST00000272852,True
ENSG00000144410,ENST00000272852,True
CPO,ENST00000272852,True
ENST00000333868,ENST00000333868,True
ENSG00000132906,ENST00000333868,True
CASP9,ENST00000333868,True
MCH6,ENST00000333868,False
ICE-LAP6,ENST00000333868,False
APAF-3,ENST00000333868,False
PPP1R56,ENST00000333868,False
ENST00000543253,ENST00000543253,True
ENSG00000158301,ENST00000543253,True
GPRASP2,ENST00000543253,True
GASP2,ENST00000543253,False
FLJ37327,ENST00000543253,False
ENST00000265983,ENST00000265983,True
ENSG00000110169,ENST00000265983,True
HPX,ENST00000265983,True
ENST00000219345,ENST00000219345,True
ENSG00000103066,ENST00000219345,True
PLA2G15,ENST00000219345,True
LYPLA3,ENST00000219345,False
LLPL,ENST00000219345,False
GXVPLA2,ENST00000219345,False
ENST00000356033,ENST00000356033,True
ENSG00000189159,ENST00000356033,True
HN1,ENST00000356033,True
ARM2,ENST00000356033,False
HN1A,ENST00000356033,False
ENST00000300283,ENST00000300283,True
ENSG00000237289,ENST00000300283,True
CKMT1B,ENST00000300283,True
CKMT,ENST00000300283,False
CKMT1,ENST00000300283,False
UMTCK,ENST00000300283,False
ENST00000552283,ENST00000552283,True
ENSG00000075188,ENST00000552283,True
NUP37,ENST00000552283,True
MGC5585,ENST00000552283,False
FLJ22618,ENST00000552283,False
ENST00000356834,ENST00000356834,True
ENSG00000197226,ENST00000356834,True
TBC1D9B,ENST00000356834,True
KIAA0676,ENST00000356834,False
ENST00000318357,ENST00000318357,True
ENSG00000163126,ENST00000318357,True
ANKRD23,ENST00000318357,True
DARP,ENST00000318357,False
FLJ32449,ENST00000318357,False
MARP3,ENST00000318357,False
ENST00000373408,ENST00000373408,True
